id,material
97265,"on paper, print Photograph, gelatine silver print on paper"
34102,"on paper, unique Graphite on paper"
19804,"on paper, print Engraving on paper"
17405,painting Oil paint on copper on wood
64457,"on paper, unique Graphite on paper"
58579,"on paper, unique Graphite on paper"
31608,"on paper, unique Graphite on paper"
59510,"on paper, unique Graphite on paper"
9214,painting Oil paint on canvas
29683,"on paper, unique"
35561,"on paper, unique Pen and ink, graphite and watercolour on paper"
18869,"on paper, print Intaglio print on paper"
33169,"on paper, unique Pen and ink on paper"
59513,"on paper, unique Graphite on paper"
57116,"on paper, unique Graphite on paper"
71753,"on paper, unique Photograph, gelatin silver print on paper"
97264,"on paper, print Photograph, gelatine silver print on paper"
28223,"on paper, unique"
41440,"on paper, unique Graphite on paper"
19801,"on paper, print Engraving on paper"
34101,"on paper, unique Graphite on paper"
17408,"on paper, print Intaglio print on paper"
31605,"on paper, unique Graphite on paper"
25727,"on paper, unique Etching and watercolour on paper"
64458,"on paper, unique Graphite on paper"
9217,"on paper, print Etching, mezzotint and aquatint on paper"
29684,"on paper, unique"
35562,"on paper, unique Graphite and watercolour on paper"
57117,"on paper, unique Graphite on paper"
33168,"on paper, unique Pen and ink on paper"
59512,"on paper, unique"
97263,"on paper, print Photograph, gelatine silver print on paper"
28222,"on paper, unique"
34100,"on paper, unique Graphite on paper"
41441,"on paper, unique Graphite on paper"
19802,"on paper, print Engraving on paper"
17407,painting Oil paint on lead on wood
31606,"on paper, unique Graphite on paper"
25728,"on paper, unique Aquatint and watercolour on paper"
64459,"on paper, unique Graphite on paper"
9216,"on paper, print Etching on paper"
29685,"on paper, unique"
35563,"on paper, print Etching, watercolour and graphite on paper"
57118,"on paper, unique Graphite on paper"
71755,"on paper, unique Photograph, gelatin silver print on paper"
59515,"on paper, unique Graphite on paper"
3382,"on paper, print Aquatint on paper"
27289,painting Oil paint on canvas
41442,"on paper, unique Graphite on paper"
6716,painting Oil paint on canvas
8279,painting Acrylic paint on canvas
28221,"on paper, unique"
64452,"on paper, unique Graphite on paper"
23328,"on paper, unique Graphite on paper"
97262,"on paper, print Photograph, gelatine silver print on paper"
19807,"on paper, print Engraving on paper"
34107,"on paper, unique Graphite on paper"
29686,"on paper, unique"
9211,painting Oil paint on canvas
25725,"on paper, print Etching on paper"
959,"on paper, print Lithograph on paper"
57119,"on paper, unique Graphite on paper"
59514,"on paper, unique Graphite on paper"
3381,"on paper, print Aquatint on paper"
27288,"on paper, print Photograph, gelatin silver print on paper"
41443,"on paper, unique Graphite on paper"
93300,"on paper, print 6 photographs, black and white, on paper"
28220,"on paper, unique"
8278,"on paper, print Lithograph on paper"
6717,painting Oil paint on mahogany
17409,"on paper, print Intaglio print on paper"
64453,"on paper, unique Graphite on paper"
1820,"on paper, unique Graphite on paper"
34106,"on paper, unique Graphite on paper"
23327,"on paper, unique Graphite on paper"
19808,"on paper, print Engraving on paper"
9210,"on paper, print Etching and mezzotint engraving on paper"
97261,"on paper, print Photograph, gelatine silver print on paper"
29687,"on paper, unique"
25726,"on paper, print Engraving on paper"
27287,"on paper, print Photograph, gelatin silver print on paper"
59517,"on paper, unique Graphite on paper"
71757,"on paper, unique Photograph, gelatin silver print on paper"
43841,"on paper, unique Graphite and watercolour on paper"
3380,"on paper, print Aquatint on paper"
41444,"on paper, unique Graphite on paper"
97260,"on paper, print Photograph, gelatine silver print on paper"
64454,"on paper, unique Graphite on paper"
19805,"on paper, print Engraving on paper"
34105,"on paper, unique Graphite on paper"
25723,"on paper, print Etching on paper"
29688,"on paper, unique"
9213,painting Oil paint on canvas
71756,"on paper, unique Photograph, gelatin silver print on paper"
6719,painting Oil paint on canvas
27286,"sculpture Steel, sand, glass and plastic"
59516,"on paper, unique Graphite on paper"
54619,"on paper, unique Graphite on paper"
41445,"on paper, unique Graphite on paper"
43840,"on paper, unique Graphite and watercolour on paper"
34104,"on paper, unique Graphite on paper"
64455,"on paper, unique Graphite on paper"
19806,"on paper, print Engraving on paper"
9212,"on paper, unique Oil paint on paper"
25724,"on paper, print Etching on paper"
29689,"on paper, unique"
23329,"on paper, unique Graphite on paper"
54618,"on paper, unique Graphite on paper"
37965,"on paper, unique Graphite on paper"
3386,"on paper, print Aquatint on paper"
38064,"on paper, unique"
35568,"on paper, unique Watercolour on paper laid on paper"
30667,"on paper, unique Graphite on paper"
11577,"on paper, print Screenprint and letterpress on paper"
80133,"on paper, print Lithograph on paper"
6724,"on paper, unique Graphite on paper"
64460,"on paper, unique Graphite on paper"
58570,"on paper, unique Graphite on paper"
8287,painting Oil paint on canvas
1823,painting Oil paint on canvas
10112,"on paper, print Etching and aquatint on paper"
36500,"on paper, unique"
56174,"on paper, unique Watercolour and graphite on paper"
33163,"on paper, unique Pen and ink on paper"
29678,"on paper, unique"
11576,"on paper, print Screenprint and letterpress on paper"
8286,painting Oil paint on mahogany
54617,"on paper, unique Graphite on paper"
3385,"on paper, print Aquatint on paper"
37964,"on paper, unique Graphite on paper"
35569,"on paper, unique Watercolour on paper"
30668,"on paper, unique Graphite on paper"
29679,"on paper, unique"
80134,"on paper, print Lithograph on paper"
6725,"on paper, unique Graphite on paper"
58571,"on paper, unique Graphite on paper"
38063,"on paper, unique"
10113,"on paper, print Etching and aquatint on paper"
36501,"on paper, unique"
64461,"on paper, unique Graphite on paper"
56175,"on paper, unique Graphite on paper"
33162,"on paper, unique Pen and ink on paper"
31600,"on paper, unique Graphite on paper"
1824,"on paper, unique Watercolour and gouache on paper"
11575,"on paper, print Screenprint and letterpress on paper"
38066,"on paper, unique"
74241,"on paper, print Lithograph and screenprint on paper"
3384,"on paper, print Aquatint on paper"
54616,"on paper, unique Graphite on paper"
37967,"on paper, unique Graphite on paper"
30665,"on paper, unique Graphite on paper"
58572,"on paper, unique Graphite on paper"
8289,"on paper, print Lithograph on paper"
6726,"on paper, unique Graphite on paper"
52219,"on paper, unique Gouache, pen and ink and graphite on paper"
36502,"on paper, unique"
64462,"on paper, unique"
1821,"on paper, unique Graphite on paper"
10110,"on paper, print Etching and aquatint on paper"
56176,"on paper, unique Watercolour on paper"
28219,"on paper, unique"
9221,"on paper, print Aquatint and etching on paper"
19809,"on paper, print Engraving on paper"
33161,"on paper, unique Pen and ink on paper"
38065,"on paper, unique"
11574,"on paper, print Screenprint and letterpress on paper"
48749,"on paper, unique Graphite on paper"
80132,"on paper, print Lithograph on paper"
3383,"on paper, print Aquatint on paper"
54615,"on paper, unique Graphite on paper"
62900,"on paper, unique Graphite on paper"
30666,"on paper, unique Graphite on paper"
37966,"on paper, unique Graphite on paper"
58573,"on paper, unique Graphite on paper"
6727,"on paper, unique Graphite on paper. Verso: graphite and watercolour on paper"
97259,"on paper, print Photograph, gelatin silver print on paper"
1822,"on paper, unique Graphite on paper"
10111,"on paper, print Etching and aquatint on paper"
64463,"on paper, unique"
56177,"on paper, unique Watercolour on paper"
28218,"on paper, unique"
36503,"on paper, unique"
9220,"on paper, print Aquatint and etching on paper"
71749,"on paper, print Photograph, gelatin silver print on paper"
33160,"on paper, unique Pen and ink on paper"
35564,"on paper, unique Graphite and watercolour on paper"
11573,"on paper, print Screenprint and letterpress on paper"
8283,painting Oil paint on canvas
54614,"on paper, unique Graphite on paper"
33167,"on paper, unique Pen and ink on paper"
52217,"on paper, unique Gouache and watercolour on paper"
56178,"on paper, unique Watercolour on paper"
58574,"on paper, unique Graphite on paper"
38060,"on paper, unique"
4322,"on paper, print Screenprint on paper"
13970,relief Polyvinyl acetate paint on wood and hardboard
31603,"on paper, unique"
28217,"on paper, unique"
57110,"on paper, unique Graphite on paper"
37961,"on paper, unique Graphite on paper"
1827,"on paper, unique Graphite on paper"
5788,"on paper, print Screenprint on paper"
61960,"on paper, unique Graphite on paper"
35565,"on paper, unique Watercolour on paper"
8282,"on paper, print Lithograph on paper"
54613,"on paper, unique"
33166,"on paper, unique Pen and ink on paper"
52218,"on paper, unique Pen and ink on paper"
56179,"on paper, unique Watercolour and graphite on paper"
58575,"on paper, unique Graphite on paper"
97257,"on paper, print Photograph, gelatine silver print on paper"
117561,"on paper, unique Ink on paper"
13971,painting Oil paint on canvas
14070,"on paper, print Lithograph on paper"
4321,"on paper, print Screenprint on paper"
84091,painting Oil paint on canvas
31604,"on paper, unique Graphite on paper"
28216,"on paper, unique"
6720,sculpture Steel
57111,"on paper, unique Graphite on paper"
1828,painting Gold paint and watercolour on paper
11572,"on paper, print Screenprint and letterpress on paper"
5789,"on paper, print Screenprint on paper"
37960,"on paper, unique Graphite on paper"
8285,painting Oil paint on mahogany
37963,"on paper, unique Graphite on paper"
3388,"on paper, print Aquatint on paper"
35566,"on paper, unique Watercolour on paper"
30669,"on paper, unique Graphite on paper"
6722,"on paper, unique Graphite on paper"
28215,"on paper, unique"
54612,"on paper, unique"
52215,"on paper, unique Pen and ink and graphite on paper"
13972,painting Oil paint on canvas
14071,"on paper, print Lithograph on paper"
97256,"on paper, print Photograph, gelatine silver print on paper"
38062,"on paper, unique"
31601,"on paper, unique Graphite on paper"
4320,"on paper, print Lithograph on paper"
84092,painting Oil paint on canvas
58576,"on paper, unique Graphite on paper"
25719,"on paper, print Etching and engraving on paper"
6721,sculpture Iron
33165,"on paper, unique Pen and ink on paper"
53679,"on paper, unique Graphite on paper"
57112,"on paper, unique Graphite on paper"
11571,"on paper, print Screenprint and letterpress on paper"
3389,"on paper, print Aquatint on paper"
1825,"on paper, unique Watercolour and gouache on paper"
8284,painting Oil paint on canvas
35567,"on paper, unique Watercolour on paper"
37962,"on paper, unique Graphite on paper"
3387,"on paper, print Aquatint on paper"
57113,"on paper, unique Graphite on paper"
6723,"on paper, unique Graphite on paper"
52216,"on paper, unique Gouache, pen and ink and graphite on paper"
97255,"on paper, print Photograph, gelatine silver print on paper"
28214,"on paper, unique"
54611,"on paper, unique"
14072,"on paper, print Lithograph on paper"
38061,"on paper, unique"
13973,painting Oil paint on canvas
31602,"on paper, unique"
84093,sculpture Aluminuim and fabric
58577,"on paper, unique Graphite on paper"
33164,"on paper, unique Pen and ink on paper"
1826,painting Gouache and watercolour on paper
11570,"on paper, print Screenprint and letterpress on paper"
48744,"on paper, unique Graphite on paper"
14073,"on paper, print Lithograph on paper"
60500,"on paper, unique"
5783,"on paper, print Screenprint on paper"
46347,"on paper, unique Graphite on paper"
52213,"on paper, unique Gouache, pen and ink and graphite on paper"
54610,"on paper, unique"
4327,sculpture Glass
13974,painting Oil paint on canvas
16470,"on paper, unique Watercolour, gouache and ink on paper"
61964,"on paper, unique Graphite on paper"
12517,"on paper, unique Graphite and watercolour on paper"
53677,"on paper, unique Graphite on paper"
39005,"on paper, unique"
38905,"on paper, unique"
84094,"sculpture Steel, painted aluminium and shoelace"
62063,"on paper, unique Graphite on paper"
36508,"on paper, unique"
20820,painting Oil paint on board
24781,"on paper, unique Chalk on paper"
22384,"on paper, unique Ink and graphite on paper"
48743,"on paper, unique Graphite on paper"
5784,"on paper, print Screenprint on paper"
14074,painting Oil paint on canvas
46348,"on paper, unique Graphite on paper"
52214,"on paper, unique Gouache, pen and ink and graphite on paper"
62062,"on paper, unique Graphite on paper"
13975,painting Oil paint on canvas
4326,sculpture Wood and nylon net
30660,"on paper, unique Graphite on paper"
61963,"on paper, unique Graphite on paper"
20821,"on paper, unique Lithograph, pastel and oil paint on paper"
39006,"on paper, unique"
12516,"on paper, unique Ink and watercolour on paper"
84095,"sculpture Table, stainless steel tea urn, stainless steel teapot, 12 ceramic tea mugs and wood tray"
51279,"on paper, unique Graphite on paper"
36509,"on paper, unique"
38904,"on paper, unique Graphite on paper"
53678,"on paper, unique Graphite on paper"
22383,"on paper, unique Graphite and watercolour on paper"
24782,"on paper, unique Chalk and watercolour on paper"
48742,"on paper, unique Graphite on paper"
22386,"on paper, unique Graphite on paper"
5785,"on paper, print Screenprint on paper"
14075,painting Oil paint on canvas
121917,"on paper, unique Graphite on paper"
8281,"on paper, unique Ink on paper"
46345,"on paper, unique Graphite on paper"
52211,"on paper, unique Pen and ink on paper"
13976,painting Oil paint on canvas
84096,"on paper, unique Screenprint on 2 papers"
62061,"on paper, unique Graphite on paper"
4325,"on paper, print Lithograph on paper"
80139,"on paper, print Lithograph on paper"
61962,"on paper, unique Graphite on paper"
20822,"painting Oil paint, enamel paint and fabric on cibachrome on 2 canvases"
53675,"on paper, unique"
38907,"on paper, unique"
39003,"on paper, unique"
12515,"on paper, unique Ink, watercolour and wax crayon on paper"
1829,painting Oil paint on mahogany
10118,"on paper, print Lithograph on paper"
16472,painting Oil paint on wood
14076,painting Oil paint on canvas
5786,"on paper, print Screenprint on paper"
46346,"on paper, unique Graphite on paper"
8280,painting Acrylic paint and screenprint on canvas
52212,"on paper, unique Gouache, pen and ink and graphite on paper"
84097,installation Paper and thread
62060,"on paper, unique Graphite on paper"
4324,"on paper, print Screenprint on paper"
4323,"on paper, print Screenprint on paper"
20823,painting Oil paint on 2 canvases
61961,"on paper, unique Graphite on paper"
950,painting Oil paint on oak
38906,"on paper, unique Graphite on paper"
53676,"on paper, unique Graphite on paper"
39004,"on paper, unique"
10119,"on paper, print Lithograph on paper"
12514,"on paper, unique Ink, watercolour and wax crayon on paper"
16471,painting Oil paint on wood
22385,"on paper, unique Graphite on paper"
48741,"on paper, unique Graphite on paper"
24780,"on paper, unique Chalk on paper"
5787,"on paper, print Screenprint on paper"
85030,sculpture Cast iron
37969,"on paper, unique Graphite on paper"
38068,"on paper, unique"
60504,"on paper, unique Graphite on paper"
48748,"on paper, unique Graphite on paper"
14077,"on paper, unique Pastel on paper"
61969,"on paper, unique Graphite on paper"
30663,"on paper, unique Graphite on paper"
84098,"installation Film, 16 mm, projection, colour"
80137,"on paper, print Lithograph on paper"
53673,"on paper, unique Graphite on paper"
39001,"on paper, unique"
56170,"on paper, unique Watercolour on paper"
62067,"on paper, unique Graphite on paper"
10116,"on paper, print Etching and aquatint on paper"
117569,"on paper, unique Ink on paper"
51276,"on paper, unique Graphite on paper"
36504,"on paper, unique"
61968,"on paper, unique Graphite and watercolour on paper"
12513,"on paper, unique Ink, watercolour and wax crayon on paper"
38901,"on paper, unique Graphite on paper"
22380,"on paper, unique Graphite, ink and watercolour on paper"
14910,painting Oil paint on canvas
18871,"on paper, print Intaglio print on paper"
16474,painting Oil paint on canvas
52210,"on paper, unique Gouache and graphite on paper"
38067,"on paper, unique"
60503,"on paper, unique Graphite on paper"
48747,"on paper, unique Graphite on paper"
37968,"on paper, unique Graphite on paper"
14078,"on paper, unique Chalk on paper"
5780,Screenprint on polyester film
30664,"on paper, unique Graphite on paper"
84099,"installation Film, 16 mm, shown as video, projection, colour and sound"
80138,"on paper, print Lithograph on paper"
15010,painting Oil paint on canvas
39002,"on paper, unique"
56171,"on paper, unique Watercolour on paper"
51275,"on paper, unique Graphite on paper"
62066,"on paper, unique Graphite on paper"
10117,"on paper, print Lithograph on paper"
36505,"on paper, unique"
53674,"on paper, unique Graphite on paper"
61967,"on paper, unique Graphite on paper"
12512,"on paper, unique Graphite, ink, watercolour and wax crayon on paper"
14911,painting Oil paint on canvas
18872,"on paper, print Intaglio print on paper"
38900,"on paper, unique Graphite on paper"
16473,painting Oil paint on mahogany
46349,"on paper, unique Graphite on paper"
5781,"on paper, print Relief print on paper"
48746,"on paper, unique Graphite on paper"
14079,"on paper, unique Chalk on paper"
11579,"on paper, print Screenprint and letterpress on paper"
60502,"on paper, unique Graphite on paper"
4329,sculpture Portland and Nabresina limestones
80135,"on paper, print Lithograph on paper"
30661,"on paper, unique Graphite on paper"
15011,painting Oil paint on canvas
56172,"on paper, unique Watercolour on paper"
53671,"on paper, unique Graphite on paper"
61966,"on paper, unique Graphite and watercolour on paper"
36506,"on paper, unique"
62065,"on paper, unique Graphite on paper"
10114,"on paper, print Etching and aquatint on paper"
51278,"on paper, unique Graphite on paper"
16476,painting Oil paint on canvas
14912,"on paper, unique Watercolour on paper"
81599,painting Oil paint on canvas
38903,"on paper, unique Graphite on paper"
22382,"on paper, unique Graphite on paper"
12511,"on paper, unique Ink, watercolour and wax crayon on paper"
48745,"on paper, unique Graphite on paper"
60501,"on paper, unique"
38069,"on paper, unique"
5782,"on paper, print Lithograph on paper"
11578,"on paper, print Screenprint and letterpress on paper"
69359,"on paper, unique Ink, graphite and gouache on paper"
15012,painting Oil paint on canvas
80136,"on paper, print Lithograph on paper"
30662,"on paper, unique Graphite on paper"
117567,"on paper, unique Ink on paper"
4328,sculpture Glass
56173,"on paper, unique Watercolour and graphite on paper"
53672,"on paper, unique Graphite on paper"
39000,"on paper, unique"
51277,"on paper, unique Graphite on paper"
61965,"on paper, unique Graphite on paper"
10115,"on paper, print Etching and aquatint on paper"
62064,"on paper, unique Graphite on paper"
38902,"on paper, unique Graphite on paper"
14913,painting Oil paint on canvas
16475,painting Oil paint on canvas
22381,"on paper, unique Ink on paper"
36507,"on paper, unique"
18870,"on paper, print Intaglio print on paper"
12510,"on paper, unique Ink, watercolour and wax crayon on paper"
24777,"on paper, unique Chalk on paper"
15013,painting Oil paint on canvas
43831,"on paper, unique Graphite and watercolour on paper"
45394,"on paper, unique Graphite on paper"
41434,"on paper, unique Graphite on paper"
17410,sculpture Steel
47791,"on paper, unique Gouache and graphite on paper"
23312,"on paper, unique Watercolour and gouache on paper"
53693,"on paper, unique Graphite on paper"
51296,"on paper, unique Graphite on paper"
20816,"on paper, print Screenprint on paper"
97270,"on paper, print Photograph, gelatin silver print on paper"
42898,"on paper, unique"
943,"on paper, print Screenprint on paper"
14914,painting Oil paint on canvas
18875,"on paper, unique Graphite, watercolour and gouache on paper"
60509,"on paper, unique"
16478,sculpture Bronze
67807,"on paper, print Screenprint on paper"
52230,"on paper, unique Pen and ink, graphite and watercolour on paper"
22379,"on paper, unique Graphite, ink and watercolour on paper"
41435,"on paper, unique Graphite on paper"
24778,"on paper, unique Chalk on paper"
69369,"on paper, unique Ink, watercolour and graphite on paper"
43830,"on paper, unique Graphite and watercolour on paper"
47792,"on paper, unique Graphite on paper"
20818,"on paper, unique Digital print on paper"
15014,painting Oil paint on canvas
45393,"on paper, unique Graphite on paper"
51295,"on paper, unique Graphite on paper"
53694,"on paper, unique Graphite on paper"
23311,"on paper, unique Graphite, watercolour and ink on paper"
100430,"installation Wooden chair, clock, calendar, television aerial, carpet and video, 2 monitors, colour and sound"
20817,"on paper, print Screenprint on paper"
42899,"on paper, unique"
14915,painting Oil paint on canvas
18876,painting Oil paint on lead on wood
944,painting Oil paint and sand on canvas
60508,"on paper, unique"
16477,painting Oil paint on canvas
25710,"on paper, print Etching on paper"
24775,"on paper, unique Chalk on paper"
41436,"on paper, unique Graphite on paper"
43833,"on paper, unique Graphite and watercolour on paper"
67804,"on paper, unique Pastel on paper"
4309,Screenprint on ceramic tile
69368,"on paper, unique Ink on paper"
20819,painting Oil paint on hardboard
15015,painting Oil paint on canvas
45396,"on paper, unique Graphite on paper"
53691,"on paper, unique Graphite on paper"
62069,"on paper, unique Graphite on paper"
14916,painting Oil paint on canvas
51298,"on paper, unique Graphite on paper"
23314,"on paper, unique Graphite, ink and watercolour on paper"
60507,"on paper, unique"
945,"on paper, print Screenprint on paper"
18873,"on paper, print Line engraving on paper"
109295,"on paper, unique Graphite on paper"
24776,"on paper, unique Chalk on paper"
16479,sculpture Metal
60505,"on paper, unique"
41437,"on paper, unique Graphite on paper"
45395,"on paper, unique Graphite on paper"
43832,"on paper, unique Graphite and watercolour on paper"
4308,Screenprint on ceramic tile
69367,"on paper, unique Ink and watercolour on paper"
47790,"on paper, unique Gouache and graphite on paper"
27270,"on paper, print Lithograph on paper"
23313,"on paper, unique Graphite on paper"
62068,"on paper, unique Graphite on paper"
51297,"on paper, unique Graphite on paper"
53692,"on paper, unique Graphite on paper"
14917,painting Oil paint on canvas
15016,painting Oil paint on canvas
60506,"on paper, unique"
18874,"on paper, print Line engraving on paper"
946,"on paper, print Screenprint on paper"
22376,"on paper, unique Graphite, chalk, ink and watercolour on paper"
9208,"on paper, print Etching and mezzotint on paper"
24773,"on paper, unique Chalk on paper"
43835,"on paper, unique Graphite and watercolour on paper"
18879,"on paper, print Etching on paper"
67802,"on paper, unique Pastel on paper"
41438,"on paper, unique Graphite on paper"
47795,"on paper, unique Gouache and graphite on paper"
63008,"on paper, unique Watercolour on paper"
19811,"on paper, print Engraving on paper"
51292,"on paper, unique Graphite on paper"
20812,"on paper, print Screenprint on paper"
14918,painting Oil paint on canvas
69366,"on paper, unique Ink on paper"
15017,painting Oil paint on canvas
45398,"on paper, unique Graphite on paper"
46331,"on paper, unique Graphite on paper"
9207,"on paper, print Etching and engraving on paper"
41439,"on paper, unique Graphite on paper"
22375,"on paper, unique Graphite, chalk, ink and watercolour on paper"
24774,"on paper, unique Chalk on paper"
67803,"on paper, unique Pastel on paper"
43834,"on paper, unique Graphite and watercolour on paper"
63009,"on paper, unique Watercolour on paper"
45397,"on paper, unique Graphite on paper"
51291,"on paper, unique Graphite on paper"
53690,"on paper, unique Graphite on paper"
20813,"on paper, print Screenprint on paper"
19812,"on paper, print Engraving on paper"
14919,painting Oil paint on canvas
69365,"on paper, unique Ink on paper"
47796,"on paper, unique Gouache and graphite on paper"
15018,painting Oil paint on canvas
46332,"on paper, unique Graphite on paper"
9206,"on paper, print Screenprint on paper"
22378,"on paper, unique Graphite, chalk, ink and watercolour on paper"
43837,"on paper, unique Graphite and watercolour on paper"
18877,painting Oil paint on copper on wood
47793,"on paper, unique Chalk and graphite on paper"
67800,"on paper, unique Pastel on paper"
51294,"on paper, unique Graphite on paper"
23310,"on paper, unique Graphite and ink on paper"
941,painting Oil paint on canvas
69364,"on paper, unique Watercolour on paper"
15019,painting Oil paint on canvas
12519,"on paper, unique Ink and watercolour on paper"
20814,"on paper, print Screenprint on paper"
24771,"on paper, unique Chalk on paper"
9209,"on paper, print Etching and engraving on paper"
22377,"on paper, unique Graphite, ink and watercolour on paper"
43836,"on paper, unique Graphite and watercolour on paper"
18878,"on paper, print Lithograph on paper"
47794,"on paper, unique Gouache and graphite on paper"
67801,"on paper, unique Pastel on paper"
51293,"on paper, unique Graphite on paper"
19810,"on paper, print Engraving on paper"
45399,"on paper, unique Graphite on paper"
20815,"on paper, print Screenprint on paper"
942,"on paper, print Screenprint on paper"
69363,"on paper, unique Ink, graphite and gouache on paper"
12518,"on paper, unique Ink and watercolour on paper"
46330,"on paper, unique Graphite on paper"
24772,"on paper, unique Chalk and graphite on paper"
6708,painting Oil paint on canvas
33159,"on paper, unique Pen and ink on paper"
59523,"on paper, unique Graphite on paper"
57126,"on paper, unique Graphite on paper"
63004,"on paper, unique Graphite and watercolour on paper"
28213,"on paper, unique"
97278,"on paper, print Photograph, gelatine silver print on paper"
69362,"on paper, unique Ink and graphite on paper"
29670,"on paper, unique"
19815,"on paper, print Engraving on paper"
25717,"on paper, unique Etching and watercolour on paper"
64468,"on paper, unique Graphite on paper"
62906,"on paper, unique Graphite on paper"
98210,"relief Glass, plastic and stainless steel"
9203,"on paper, print Lithograph on paper"
42890,"on paper, unique"
11581,"on paper, print Screenprint and letterpress on paper"
6709,painting Oil paint on canvas
33158,"on paper, unique Pen and ink on paper"
57127,"on paper, unique Graphite on paper"
63005,"on paper, unique Watercolour on paper"
59522,"on paper, unique Graphite on paper"
28212,"on paper, unique"
97277,"on paper, print Photograph, gelatine silver print on paper"
93316,"on paper, print 6 photographs, black and white, on paper"
69361,"on paper, unique Watercolour, graphite and ink on paper"
19816,"on paper, print Engraving on paper"
25718,"on paper, print Etching on paper"
62907,"on paper, unique Graphite on paper"
64469,"on paper, unique"
23319,"on paper, unique Crayon and watercolour on paper"
9202,painting Oil paint on canvas
42891,"on paper, unique"
29671,"on paper, unique"
11580,"on paper, print Screenprint and letterpress on paper"
57128,"on paper, unique Graphite on paper"
59525,"on paper, unique Graphite on paper"
33157,"on paper, unique Chalk and graphite on paper"
63006,"on paper, unique Graphite and watercolour on paper"
97276,"on paper, print Photograph, gelatine silver print on paper"
51290,"on paper, unique Graphite on paper"
28211,"on paper, unique"
19813,"on paper, print Engraving on paper"
69360,"on paper, unique Ink on paper"
40499,"on paper, unique Graphite on paper"
25715,"on paper, print Etching on paper"
35550,"on paper, unique Watercolour on paper"
29672,"on paper, unique"
9205,painting Oil paint on canvas
42892,"on paper, unique"
62908,"on paper, unique"
57129,"on paper, unique Graphite on paper"
59524,"on paper, unique Graphite on paper"
33156,"on paper, unique Chalk and graphite on paper"
27278,"on paper, print Lithograph on paper"
97275,"on paper, print Photograph, gelatine silver print on paper"
63007,"on paper, unique Graphite and watercolour on paper"
28210,"on paper, unique"
19814,"on paper, print Engraving on paper"
25716,"on paper, print Etching and engraving on paper"
40498,"on paper, unique"
99670,"sculpture Glass, stainless steel, Perspex, acrylic paint, cow, calf and formaldehyde solution"
9204,"on paper, print Lithograph on paper"
42893,"on paper, unique"
62909,"on paper, unique"
29673,"on paper, unique"
35551,"on paper, unique Watercolour on paper"
59527,"on paper, unique Graphite on paper"
63000,"on paper, unique Graphite and watercolour on paper"
3370,"on paper, print Aquatint on paper"
62901,"on paper, unique Graphite on paper"
105337,relief Ceramic
27277,"on paper, unique Lithograph on paper"
97274,"on paper, print Photograph, gelatin silver print on paper"
45390,"on paper, unique Graphite on paper"
6704,painting Oil paint on canvas
8267,painting Oil paint on canvas
41430,"on paper, unique Graphite on paper"
64464,"on paper, unique"
23316,"on paper, unique Ink on paper"
40497,"on paper, unique Graphite on paper"
19819,"on paper, print Engraving on paper"
25713,"on paper, print Etching on paper"
42894,"on paper, unique"
947,"on paper, print Screenprint on paper"
29674,"on paper, unique"
27276,"on paper, print Lithograph and sreenprint on paper"
63001,"on paper, unique Watercolour on paper"
59526,"on paper, unique Graphite on paper"
62902,"on paper, unique Graphite on paper"
41431,"on paper, unique Graphite on paper"
6705,painting Oil paint on wood
8266,painting Oil paint on canvas
66860,"on paper, unique Graphite on paper"
64465,"on paper, unique"
23315,"on paper, unique Ink on paper"
97273,"on paper, print Photograph, gelatine silver print on paper"
40496,"on paper, unique Graphite on paper"
42895,"on paper, unique"
29675,"on paper, unique"
25714,"on paper, unique Mezzotint and gouache on paper"
948,"on paper, print Screenprint on paper"
59529,"on paper, unique Graphite on paper"
27275,"on paper, unique 2 photographs, gelatin silver print on paper"
62903,"on paper, unique Graphite on paper"
24779,"on paper, unique Chalk on paper"
63002,"on paper, unique Watercolour on paper"
41432,"on paper, unique Graphite on paper"
8269,painting Oil paint on canvas
6706,painting Oil paint on canvas
45392,"on paper, unique Graphite on paper"
40495,"on paper, unique Graphite on paper"
64466,"on paper, unique Watercolour on paper"
19817,"on paper, print Engraving on paper"
97272,"on paper, print Photograph, gelatine silver print on paper"
9201,painting Oil paint on wood
29676,"on paper, unique"
62904,"on paper, unique Graphite on paper"
23318,"on paper, unique Graphite and watercolour on paper"
42896,"on paper, unique"
949,"on paper, print Screenprint on paper"
25711,"on paper, print Etching on paper"
59528,"on paper, unique Graphite on paper"
63003,"on paper, unique Graphite and watercolour on paper"
41433,"on paper, unique Graphite on paper"
8268,painting Oil paint on canvas
45391,"on paper, unique Graphite on paper"
6707,painting Oil paint on canvas
40494,"on paper, unique Graphite on paper"
23317,"on paper, unique Ink on paper"
97271,"on paper, print Photograph, gelatine silver print on paper"
64467,"on paper, unique Graphite on paper"
19818,"on paper, print Engraving on paper"
25712,"on paper, print Engraving on paper"
9200,painting Oil paint on wood
62905,"on paper, unique Graphite on paper"
42897,"on paper, unique"
29677,"on paper, unique"
8275,"on paper, print Screenprint on paper"
37953,"on paper, unique Graphite on paper"
3374,"on paper, print Aquatint on paper"
35556,"on paper, unique Watercolour on paper"
71735,"on paper, print Etching, drypoint and aquatint on paper"
80121,"on paper, print Lithograph on paper"
11589,"on paper, print Lithograph on paper"
30655,"on paper, unique Graphite on paper"
