id,material
125398,relief Cast paper
45759,"on paper, unique Graphite on paper"
22740,"on paper, unique Graphite on paper"
20343,painting Oil paint on canvas
4804,sculpture Perspex and nylon
2407,"on paper, print Screenprint on paper"
60011,"on paper, unique Graphite on paper"
54133,"on paper, unique Graphite on paper"
11929,"on paper, unique Graphite, ink and gouache on paper"
13485,painting Oil paint on wood
15882,"on paper, print Etching and aquatint on paper"
30182,"on paper, unique Graphite on paper"
36019,"on paper, unique Engraving on paper"
12028,"on paper, print Lithograph on paper"
51636,"on paper, unique Graphite on paper"
38416,"on paper, unique"
61475,"on paper, unique Chalk and graphite on paper"
91780,"sculpture Wood, string and cardboard"
55597,"on paper, unique Graphite on paper"
48255,"on paper, unique Graphite on paper"
20344,"sculpture Copper, enamel and aluminium"
69709,"on paper, unique Watercolour, ink and graphite on paper"
2408,"on paper, print Screenprint on paper"
4803,sculpture Cellulose acetate and Perspex
60010,"on paper, unique Graphite on paper"
54132,"on paper, unique Graphite on paper"
11928,"on paper, unique Ink, chalk, gouache and watercolour on paper"
13486,painting Oil paint on wood
121437,"on paper, unique Watercolour on paper"
15881,"on paper, print Etching on paper"
30183,"on paper, unique Graphite on paper"
91781,sculpture Ostrich egg
12027,"on paper, print Lithograph on paper"
51635,"on paper, unique Graphite on paper"
38415,"on paper, unique Graphite on paper"
6360,"on paper, print Etching on paper"
61474,"on paper, unique Chalk and graphite on paper"
55596,"on paper, unique Graphite on paper"
48254,"on paper, unique Graphite on paper"
20345,sculpture Cast iron
69708,"on paper, unique Graphite on paper. Verso: graphite on paper"
22742,"on paper, unique Graphite and watercolour on paper"
2405,"on paper, print Screenprint on paper"
125396,sculpture Cast paper
4802,"on paper, print Wood engraving on paper"
45757,"on paper, unique Graphite on paper"
39879,"on paper, unique Watercolour on paper"
11927,painting Oil paint and graphite on canvas on wood
13487,painting Oil paint on wood
54131,"on paper, unique Graphite on paper"
30180,"on paper, unique"
15884,"on paper, print Screenprint on paper"
48253,"on paper, unique Graphite on paper"
51638,"on paper, unique Graphite on paper"
38418,"on paper, unique Graphite on paper"
53198,"on paper, unique Graphite on paper"
6361,"on paper, print Etching on paper"
12026,"on paper, print Lithograph on paper"
61473,"on paper, unique Chalk and graphite on paper"
55595,"on paper, unique Graphite on paper"
55594,"on paper, unique Graphite on paper"
45758,"on paper, unique Graphite on paper"
20346,painting Oil paint on wood
69707,"on paper, unique Graphite, watercolour and ink on paper"
22741,"on paper, unique Graphite on paper"
2406,"on paper, print Screenprint on paper"
14420,"relief 81 cassette tapes with plastic cases and tape labels, glass shelf, metal brackets, cassette player, speakers and headpho"
4801,"on paper, print Monoprint from wood engraving on paper"
13488,painting Oil paint on wood
109634,painting Acrylic paint on canvas
54130,"on paper, unique Graphite on paper"
6362,"on paper, print Etching on paper"
3869,sculpture Bronze
30181,"on paper, unique Graphite on paper"
15883,"on paper, print Etching on paper"
61472,"on paper, unique Chalk and graphite on paper"
48252,"on paper, unique Graphite on paper"
51637,"on paper, unique Graphite on paper"
38417,"on paper, unique Graphite on paper"
12025,"on paper, print Lithograph on paper"
53199,"on paper, unique Graphite on paper"
69706,"on paper, unique Graphite and watercolour on paper"
38412,"on paper, unique"
55593,"on paper, unique Graphite on paper"
60015,"on paper, unique Graphite on paper"
53196,"on paper, unique Graphite on paper"
48259,"on paper, unique Graphite on paper"
125394,sculpture Cast paper
57990,"on paper, unique Graphite on paper"
4808,sculpture Bronze
14421,"installation Slide, 35 mm, 81 slides, projection, colour"
15886,"on paper, print Linocut on paper"
30186,"on paper, unique"
11925,"on paper, unique Watercolour and ink on paper"
32583,"on paper, unique Graphite on paper"
35916,"on paper, unique Engraving on paper"
13489,painting Oil paint on wood
39877,"on paper, unique Watercolour on paper"
61479,"on paper, unique Chalk and graphite on paper"
62411,"on paper, unique Graphite on paper"
36015,"on paper, unique Graphite on paper"
12024,"on paper, print Lithograph on paper"
51632,"on paper, unique Graphite on paper"
12023,"on paper, print Screenprint on paper"
69705,"on paper, unique Watercolour, ink and graphite on paper"
38411,"on paper, unique Graphite on paper"
55592,"on paper, unique Graphite on paper"
60014,"on paper, unique Graphite on paper"
48258,"on paper, unique Graphite on paper"
58090,"on paper, unique Graphite on paper"
20340,"on paper, print Etching on paper"
4807,sculpture Plastic and nylon threads
57991,"on paper, unique Graphite on paper"
15885,"on paper, print Relief print on paper"
35917,"on paper, unique Graphite on paper"
30187,"on paper, unique Graphite on paper"
11924,"on paper, print Lithograph on paper"
37479,"on paper, unique"
39878,"on paper, unique Watercolour on paper"
50699,"on paper, unique Graphite on paper"
51631,"on paper, unique Graphite on paper"
61478,"on paper, unique Chalk and graphite on paper"
62410,"on paper, unique Graphite on paper"
32582,"on paper, unique Graphite on paper"
14422,Felt-tip pen on postcards
36016,"on paper, unique Graphite on paper"
53197,"on paper, unique Graphite on paper"
53194,"on paper, unique Graphite on paper"
12022,"on paper, print Screenprint on paper"
58091,"on paper, unique Graphite on paper"
55591,"on paper, unique Graphite on paper"
4806,"sculpture Metal, wood and electric motor"
20341,"on paper, print Etching on paper"
57992,"on paper, unique Graphite on paper"
11923,"on paper, print Lithograph on paper"
2409,"on paper, print Screenprint on paper"
35918,"on paper, unique Graphite on paper"
15888,painting Acrylic paint on canvas
60013,"on paper, unique Graphite on paper"
69704,"on paper, unique Graphite on paper. Verso: graphite on paper"
39875,"on paper, unique Watercolour on paper"
61477,"on paper, unique Gouache and watercolour on paper"
32581,"on paper, unique Graphite on paper"
30184,"on paper, unique Graphite on paper"
14423,"on paper, unique Graphite and pastel on paper"
48257,"on paper, unique Graphite on paper"
51634,"on paper, unique Graphite on paper"
38414,"on paper, unique Graphite on paper"
36017,"on paper, unique Graphite on paper"
12021,"on paper, print Screenprint on paper"
58092,"on paper, unique Graphite on paper"
53195,"on paper, unique Graphite on paper"
55590,"on paper, unique Graphite on paper"
4805,sculpture Phosphor bronze on wooden base
20342,"on paper, print Etching on paper"
11922,"on paper, print Screenprint on paper"
30185,"on paper, unique Graphite on paper"
35919,"on paper, unique Graphite on paper"
15887,painting Acrylic paint on canvas
60012,"on paper, unique Graphite on paper"
11089,"on paper, print Etching on paper"
69703,"on paper, unique Watercolour, ink and graphite on paper"
39876,"on paper, unique Watercolour on paper"
32580,"on paper, unique Graphite on paper"
57993,"on paper, unique Graphite on paper"
14424,"on paper, print Intaglio print on paper"
61476,"on paper, unique Gouache and watercolour on paper"
48256,"on paper, unique Graphite on paper"
36018,"on paper, unique Graphite on paper"
51633,"on paper, unique Graphite on paper"
38413,"on paper, unique Graphite on paper"
50696,"on paper, unique Graphite on paper"
25232,"on paper, unique Graphite on paper"
60019,"on paper, unique Graphite on paper"
53192,"on paper, unique Graphite on paper"
67317,"on paper, print Etching on paper mounted onto paper"
45763,"on paper, unique Graphite on paper"
43366,"on paper, unique Graphite on paper"
22736,"on paper, unique Graphite and ink on paper. Verso: graphite on paper"
69714,"on paper, unique Watercolour and ink on paper"
20339,"on paper, print Etching on paper"
41802,"on paper, unique Graphite on paper"
26697,"on paper, print Lithograph on paper"
91776,"sculpture Wood, steel and photograph, black and white, on paper"
599,"on paper, print Linotype on paper"
14425,"on paper, unique Gouache and intaglio print on paper"
62415,"on paper, unique Graphite on paper"
53193,"on paper, unique Graphite on paper"
25233,"on paper, unique Graphite on paper"
50695,"on paper, unique Graphite on paper"
59029,"on paper, unique Graphite on paper"
67318,"on paper, print Etching on paper mounted onto paper"
60018,"on paper, unique Graphite on paper"
45764,"on paper, unique Graphite on paper"
43365,"on paper, unique Graphite on paper"
69713,"on paper, unique Watercolour on paper"
15889,"on paper, unique Acrylic paint and chalk on paper"
41803,"on paper, unique Graphite on paper"
22735,"on paper, unique Graphite and ink on paper"
26696,"on paper, print Lithograph on paper"
14426,"on paper, unique Gouache and intaglio print on paper"
62414,"on paper, unique Graphite on paper"
60017,"on paper, unique Graphite on paper"
53190,"on paper, unique Graphite on paper"
25230,"on paper, unique Graphite on paper"
67315,"on paper, print Etching on paper mounted onto paper"
45761,"on paper, unique Graphite on paper"
91779,"sculpture Fibreboard, 2 cardboard tubes, 2 cords and transfer lettering"
22738,"on paper, unique Ink and watercolour on paper"
43368,"on paper, unique Graphite on paper"
50698,"on paper, unique Graphite on paper"
69712,"on paper, unique Ink and gouache on paper"
41804,"on paper, unique Graphite on paper"
51630,"on paper, unique Graphite on paper"
26695,"on paper, print Lithograph on paper"
24298,"on paper, unique Graphite and ink on paper"
91778,"sculpture Wood, cardboard and wire"
44300,"on paper, unique Graphite on paper"
62413,"on paper, unique Graphite on paper"
14427,"on paper, unique Gouache and intaglio print on paper"
4809,sculpture Steel
60016,"on paper, unique Graphite on paper"
25231,"on paper, unique Graphite on paper"
53191,"on paper, unique Graphite on paper"
67316,"on paper, print Etching on paper mounted onto paper"
45762,"on paper, unique Graphite on paper"
69711,"on paper, unique Watercolour, ink and graphite on paper"
41805,"on paper, unique Graphite on paper"
22737,"on paper, unique Graphite on paper. Verso: graphite on paper"
43367,"on paper, unique Graphite on paper"
50697,"on paper, unique Graphite on paper"
24299,"on paper, unique Graphite on paper. Verso: graphite on paper"
26694,"on paper, print Lithograph on paper"
41806,"on paper, unique Graphite on paper"
62412,"on paper, unique Graphite on paper"
14428,"on paper, unique Gouache and intaglio print on paper"
9709,"on paper, print Intaglio print on paper"
22732,"on paper, unique Graphite on paper"
20335,"on paper, print Etching on paper"
50692,"on paper, unique Graphite on paper"
69710,"on paper, unique Ink on paper"
67313,"on paper, print Etching on paper mounted onto paper"
45767,"on paper, unique Graphite on paper"
24296,"on paper, unique Graphite on paper. Verso: graphite on paper"
41807,"on paper, unique"
21799,"on paper, unique Charcoal and graphite on paper"
595,Sugar paper on plyboard
26693,"on paper, print Etching on paper"
64816,"on paper, unique Graphite on paper"
48263,"on paper, unique Graphite on paper"
62419,"on paper, unique Graphite on paper"
14429,"on paper, unique Gouache and intaglio print on paper"
44302,"on paper, unique"
46700,"on paper, unique Graphite on paper"
20336,"on paper, print Etching on paper"
9708,"on paper, print Lithograph on paper"
22731,"on paper, unique Graphite, watercolour and ink on paper"
64818,"on paper, unique Graphite on paper"
50691,"on paper, unique"
67314,"on paper, print Etching on paper mounted onto paper"
45768,"on paper, unique Graphite on paper"
43369,"on paper, unique Graphite on paper"
